old_ids,new_ids,detected_count,product,generic_or_non_metabolic,in_isg2
Clo1313_0937,CLO1313_RS04795,2,response regulator,y,
Clo1313_1996,CLO1313_RS10100,2,hypothetical protein,y,
Clo1313_2438,CLO1313_RS12345,2,TolC family protein,,
Clo1313_0625,CLO1313_RS03200,2,DUF3520 domain-containing protein,,
Clo1313_3022,CLO1313_RS15375,2,5'-deoxynucleotidase,,"['NTD10', 'NTD9', 'NTD3pp', 'NTD2', 'NMNR', 'NT5C', 'NTD5', 'NTD7', 'NTD6', 'NTD4', 'NTD11', 'NTD8']"
Clo1313_2421,CLO1313_RS12265,2,hypothetical protein,y,
Clo1313_0973,CLO1313_RS04970,2,phosphohydrolase,,
Clo1313_0380,CLO1313_RS01925,2,coenzyme F390 synthetase,,['PACCOAL']
Clo1313_0269,CLO1313_RS01380,2,hypothetical protein,y,
Clo1313_1061,,2,,,
Clo1313_1941,,2,,,
Clo1313_1223,CLO1313_RS06215,2,DUF448 domain-containing protein,,
Clo1313_1335,CLO1313_RS06770,2,dephospho-CoA kinase,,['DPCOAK']
Clo1313_0967,CLO1313_RS04940,2,amidohydrolase,,
Clo1313_2911,CLO1313_RS14795,2,aldehyde dehydrogenase,,"['ALDD2x', 'ALDD22x', 'GLYALDDr', 'ALDH', 'IMACTD', 'ALDD2y', 'ALDD20x', 'PYLALDOX', 'TBALOR', 'NABTNO', 'HIALOR', 'ACALD']"
Clo1313_1573,CLO1313_RS07935,2,4-oxalocrotonate tautomerase,,
Clo1313_2273,CLO1313_RS11545,2,DNA methylase N-4,,
Clo1313_0103,CLO1313_RS00550,2,hypothetical protein,y,
Clo1313_2203,CLO1313_RS11160,2,hypothetical protein,y,
Clo1313_2044,CLO1313_RS10355,2,XTP/dITP diphosphatase,,"['TDP', 'NTPP10', 'NTPP9', 'ATPS', 'NTPP2', 'NTTP8']"
Clo1313_2234,CLO1313_RS11350,2,endoglucanase,,
Clo1313_2798,CLO1313_RS14215,2,phosphohydrolase,,['NTPTP1']
Clo1313_0384,CLO1313_RS01945,2,2-ketoisovalerate ferredoxin oxidoreductase subunit alpha,,"['OBFOR', 'POR', 'NITROTOLDEG']"
Clo1313_1905,CLO1313_RS09640,2,hypothetical protein,y,
Clo1313_1121,CLO1313_RS05695,2,hypothetical protein,y,
Clo1313_1308,CLO1313_RS06640,2,ABC transporter substrate-binding protein,,
Clo1313_2898,CLO1313_RS14730,2,lactoylglutathione lyase,,
Clo1313_0685,CLO1313_RS03545,2,dockerin,,
Clo1313_1455,CLO1313_RS07360,2,ribosome maturation factor RimM,y,
Clo1313_0303,CLO1313_RS01565,2,colicin V production protein,,
Clo1313_0391,CLO1313_RS01980,2,metal ABC transporter substrate-binding protein,,
Clo1313_1400,CLO1313_RS07090,2,hypothetical protein,y,
Clo1313_2032,CLO1313_RS10290,2,glutamate synthase,,['GLUSy']
Clo1313_0711,CLO1313_RS03680,2,SAM-dependent methyltransferase,,
Clo1313_1184,CLO1313_RS06025,2,hypothetical protein,y,
Clo1313_0686,CLO1313_RS03550,2,alpha/beta hydrolase,,
Clo1313_2144,CLO1313_RS10870,2,maf-like protein,,
Clo1313_2414,CLO1313_RS12225,2,ABC transporter ATP-binding protein,,
Clo1313_0177,CLO1313_RS00915,2,glycoside hydrolase,,
Clo1313_0113,CLO1313_RS00600,2,"glutamate-1-semialdehyde 2,1-aminomutase",,['G1SAT']
Clo1313_1436,CLO1313_RS07265,2,hypothetical protein,y,
Clo1313_2709,CLO1313_RS13755,2,hypothetical protein,y,
Clo1313_1129,CLO1313_RS05735,2,CotS family spore coat protein,,
Clo1313_0598,CLO1313_RS03045,2,peptidoglycan glycosyltransferase,,
Clo1313_0855,CLO1313_RS04385,2,DNA-binding response regulator,y,
Clo1313_2333,CLO1313_RS11840,2,diguanylate cyclase,,
Clo1313_2631,CLO1313_RS13360,2,class I SAM-dependent methyltransferase,,
Clo1313_0117,CLO1313_RS00620,2,sulfate ABC transporter ATP-binding protein,,"['FE3abc', 'ILEt2r']"
Clo1313_2449,CLO1313_RS12405,2,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,,
Clo1313_0614,CLO1313_RS03150,2,polysaccharide biosynthesis protein,,
Clo1313_0219,CLO1313_RS01120,2,aminoacyl-tRNA hydrolase,,
Clo1313_0152,CLO1313_RS00790,2,B12-binding domain-containing radical SAM protein,,['CPPPGO2']
Clo1313_2916,CLO1313_RS14820,2,flagellar hook-associated protein FlgK,,
Clo1313_0852,CLO1313_RS04375,2,glycosyltransferase family 8 protein,,
Clo1313_1244,CLO1313_RS06310,2,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,,"['UAGPT3', 'UAGPT2']"
Clo1313_1676,CLO1313_RS08465,2,FAD:protein FMN transferase,,
Clo1313_2907,CLO1313_RS14775,2,hypothetical protein,y,
Clo1313_0302,CLO1313_RS01560,2,hypothetical protein,y,
Clo1313_0728,CLO1313_RS03770,2,galactosyldiacylglycerol synthase,,['UDPG2DGT']
Clo1313_2286,CLO1313_RS11610,2,copper amine oxidase,,
Clo1313_1137,CLO1313_RS05775,2,DUF881 domain-containing protein,,
Clo1313_0393,CLO1313_RS01990,2,ABC transporter ATP-binding protein,,['PROt2r']
Clo1313_0044,CLO1313_RS00230,2,peptidase P60,,
Clo1313_2684,CLO1313_RS13610,2,hypothetical protein,y,
Clo1313_0858,CLO1313_RS04400,2,alpha/beta hydrolase,,
Clo1313_2472,CLO1313_RS12525,2,ABC transporter ATP-binding protein,,"['FE3abc', 'LEUt2r']"
Clo1313_2068,CLO1313_RS10475,2,DUF4364 domain-containing protein,,
Clo1313_1632,CLO1313_RS08230,2,thiamine biosynthesis protein ThiS,,
Clo1313_2716,CLO1313_RS13805,2,RNA polymerase sporulation sigma factor SigH,y,
Clo1313_2208,CLO1313_RS11200,2,malonyl-[acyl-carrier protein] O-methyltransferase BioC,,
Clo1313_2036,CLO1313_RS10310,2,hypothetical protein,y,"['GMPS', 'ADCS', 'GMPS2']"
Clo1313_2956,CLO1313_RS15020,2,chemotaxis protein CheR,y,
Clo1313_0352,CLO1313_RS01795,2,WYL domain-containing protein,,
Clo1313_2682,CLO1313_RS13600,2,hypothetical protein,y,
Clo1313_2202,CLO1313_RS11155,2,glycoside hydrolase,,['CELLULOSOME_TERM']
Clo1313_0031,CLO1313_RS00165,2,peptidase,,
Clo1313_1158,CLO1313_RS05880,2,DUF58 domain-containing protein,,
Clo1313_0490,CLO1313_RS02485,2,tRNA pseudouridine(38-40) synthase TruA,,
Clo1313_0070,CLO1313_RS00365,2,N-acetyltransferase,,
Clo1313_2737,CLO1313_RS13900,2,YigZ family protein,,
Clo1313_1912,CLO1313_RS09675,2,glycosyl transferase,,
Clo1313_0623,CLO1313_RS03190,2,HAD family phosphatase,,
Clo1313_2991,CLO1313_RS15200,2,hypothetical protein,y,
Clo1313_2621,CLO1313_RS13310,2,hypothetical protein,y,
Clo1313_1067,CLO1313_RS05430,2,hypothetical protein,y,
Clo1313_0098,CLO1313_RS00525,2,nucleoside deaminase,,
Clo1313_1995,CLO1313_RS10095,2,N-acetyltransferase,,
Clo1313_1802,CLO1313_RS09115,2,insulinase family protein,,
Clo1313_1951,CLO1313_RS09875,2,SAM-dependent methyltransferase,,
Clo1313_0476,CLO1313_RS02415,2,energy-coupling factor transporter ATPase,y,['FE3abc']
Clo1313_1854,CLO1313_RS09370,2,DUF2520 domain-containing protein,,
Clo1313_2759,CLO1313_RS14020,2,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,,
Clo1313_0736,CLO1313_RS03810,2,ATP-binding protein,,
Clo1313_2776,CLO1313_RS14105,2,ABC transporter ATP-binding protein,,
Clo1313_1722,CLO1313_RS08710,2,hypothetical protein,y,
Clo1313_0477,CLO1313_RS02420,2,class I SAM-dependent methyltransferase,,
Clo1313_2943,CLO1313_RS14955,2,ABC transporter ATP-binding protein,,
Clo1313_0394,CLO1313_RS01995,2,carbohydrate-binding protein,,
Clo1313_0659,CLO1313_RS03395,2,uracil-DNA glycosylase,,
Clo1313_1134,CLO1313_RS05760,2,nucleotidyltransferase,,"['PMANM', 'MAN1PT']"
Clo1313_0167,CLO1313_RS00865,2,metallophosphoesterase,,
Clo1313_0247,CLO1313_RS01255,2,hypothetical protein,y,
Clo1313_2378,CLO1313_RS12050,2,recombinase family protein,,
Clo1313_2373,CLO1313_RS12025,2,HNH endonuclease,y,
Clo1313_2591,CLO1313_RS13155,2,cation-translocating P-type ATPase,,
Clo1313_1998,CLO1313_RS10110,2,hypothetical protein,y,
Clo1313_2334,CLO1313_RS11845,2,radical SAM protein,,['CPPPGO2']
Clo1313_0325,CLO1313_RS01675,2,phosphoenolpyruvate--protein phosphotransferase,,
Clo1313_1035,CLO1313_RS05275,2,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,,
Clo1313_2901,CLO1313_RS14745,2,"UDP-4-amino-4, 6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase",,
Clo1313_0544,CLO1313_RS02790,2,hypothetical protein,y,
Clo1313_0654,CLO1313_RS03370,2,2-hydroxyglutaryl-CoA dehydratase,,['HDCDH']
Clo1313_1249,CLO1313_RS06340,2,ATP-dependent helicase,,
Clo1313_1987,CLO1313_RS10050,2,DUF2156 domain-containing protein,,
Clo1313_0163,CLO1313_RS00845,2,hypothetical protein,y,
Clo1313_2805,CLO1313_RS14250,2,glycoside hydrolase,,
Clo1313_0043,CLO1313_RS00225,2,chromosome segregation protein SMC,,
Clo1313_0697,CLO1313_RS03610,2,peptidase M56,,
Clo1313_3005,CLO1313_RS15270,2,GNAT family N-acetyltransferase,,
Clo1313_1418,CLO1313_RS07175,2,RluA family pseudouridine synthase,,
Clo1313_1051,CLO1313_RS05350,2,membrane protein,,
Clo1313_1812,CLO1313_RS09165,2,ACT domain-containing protein,,
Clo1313_0200,CLO1313_RS01030,2,hypothetical protein,y,
Clo1313_0868,CLO1313_RS04455,2,response regulator,y,
Clo1313_1189,CLO1313_RS06050,2,radical SAM protein,,
Clo1313_0111,CLO1313_RS00590,2,uroporphyrinogen-III C-methyltransferase,,"['UPP3MT', 'UPP3S_1']"
Clo1313_2066,CLO1313_RS10465,2,response regulator,y,
Clo1313_0527,CLO1313_RS02700,2,Crp/Fnr family transcriptional regulator,y,
Clo1313_1401,CLO1313_RS07095,2,ABC transporter ATP-binding protein,,
Clo1313_0762,CLO1313_RS03940,2,TIGR02710 family CRISPR-associated protein,,
Clo1313_0118,CLO1313_RS00625,2,phosphoadenylyl-sulfate reductase,,['PAPSR']
Clo1313_3015,CLO1313_RS15320,2,CBS domain-containing protein,,
Clo1313_1517,CLO1313_RS07660,2,histidine phosphatase family protein,,"['PGM', 'RZ5PP']"
Clo1313_1442,CLO1313_RS07295,2,HAD family phosphatase,,
Clo1313_0057,CLO1313_RS00305,2,membrane protein,,
Clo1313_0543,CLO1313_RS02785,2,RNA polymerase sigma factor,y,
Clo1313_1306,CLO1313_RS06635,2,peptidoglycan editing factor PgeF,y,
Clo1313_2147,CLO1313_RS10885,2,hypothetical protein,y,
Clo1313_0731,CLO1313_RS03785,2,rRNA methyltransferase,,
Clo1313_1447,CLO1313_RS07320,2,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,,['IPDPTA']
Clo1313_0104,CLO1313_RS00555,2,RNA polymerase sigma factor SigI,y,
Clo1313_0497,CLO1313_RS02520,2,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,['MCS']
Clo1313_2328,CLO1313_RS11815,2,ABC transporter permease,,
Clo1313_1144,CLO1313_RS05810,2,endoribonuclease YbeY,y,
Clo1313_2628,CLO1313_RS13345,2,carbohydrate ABC transporter substrate-binding protein,,
Clo1313_1103,CLO1313_RS05600,2,permease,,
Clo1313_1539,CLO1313_RS07765,2,polynucleotide adenylyltransferase,,"['TRNAATPAT', 'TRNACTPAT2', 'TRNACTPAT', 'TRNACCAT']"
Clo1313_0531,CLO1313_RS02720,2,ABC transporter substrate-binding protein,,
Clo1313_2367,CLO1313_RS11995,2,DNA methylase,,
Clo1313_1984,CLO1313_RS10035,2,transcriptional regulator,y,
Clo1313_0661,CLO1313_RS03430,2,tRNA threonylcarbamoyladenosine dehydratase,,
Clo1313_2546,CLO1313_RS12930,2,methylated-DNA--protein-cysteine methyltransferase,,
Clo1313_1892,CLO1313_RS09565,2,VOC family protein,,
Clo1313_2304,CLO1313_RS11705,2,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,,"['GLNTRAT', 'ASNTRAT']"
Clo1313_0122,CLO1313_RS00645,2,molybdopterin-synthase adenylyltransferase MoeB,,['THISAT']
Clo1313_0414,CLO1313_RS02090,2,DUF3592 domain-containing protein,,
Clo1313_0112,CLO1313_RS00595,2,porphobilinogen synthase,,['PPBNGS']
Clo1313_0639,CLO1313_RS03270,2,universal stress protein UspA,,
Clo1313_1752,CLO1313_RS08860,2,flagellar protein export ATPase FliI,,
Clo1313_1997,CLO1313_RS10105,2,radical SAM protein,,['CPPPGO2']
Clo1313_0522,CLO1313_RS02670,2,"endo-1,4-beta-xylanase",,
Clo1313_2340,CLO1313_RS11875,2,hypothetical protein,y,
Clo1313_2285,CLO1313_RS11600,2,hypothetical protein,y,
Clo1313_1348,CLO1313_RS06835,2,N-(5'-phosphoribosyl)anthranilate isomerase,,['PRAI']
Clo1313_1504,CLO1313_RS07600,2,Rrf2 family transcriptional regulator,y,
Clo1313_2303,CLO1313_RS11700,2,glutamine synthetase,,['GLNS']
Clo1313_1829,CLO1313_RS09250,2,ABC transporter permease,,
Clo1313_1127,CLO1313_RS05725,2,spore coat protein,,['TDPGDH']
Clo1313_0962,CLO1313_RS04920,2,5-formyltetrahydrofolate cyclo-ligase,,['FTCL']
Clo1313_0123,CLO1313_RS00650,2,Mov34/MPN/PAD-1 family protein,,
Clo1313_2415,CLO1313_RS12230,2,ABC transporter permease,,
Clo1313_0784,CLO1313_RS04030,2,ankyrin repeat domain-containing protein,,
Clo1313_0995,CLO1313_RS05080,2,trp RNA-binding attenuation protein MtrB,,
Clo1313_1727,CLO1313_RS08735,2,chemotaxis protein CheD,y,
Clo1313_0280,CLO1313_RS01450,2,PLP-dependent aminotransferase family protein,,
Clo1313_2806,CLO1313_RS14255,2,hypothetical protein,y,
Clo1313_0337,CLO1313_RS01735,2,SsrA-binding protein,,
Clo1313_1406,CLO1313_RS07115,2,arginine repressor,,
Clo1313_3007,CLO1313_RS15280,2,sugar transferase,,
Clo1313_1671,CLO1313_RS08440,2,primosomal protein N',,
Clo1313_0590,CLO1313_RS03005,2,DNA translocase FtsK,,
Clo1313_2863,CLO1313_RS14545,2,hypothetical protein,y,
Clo1313_2184,CLO1313_RS11065,2,copper amine oxidase,,
Clo1313_2283,CLO1313_RS11590,2,class I SAM-dependent rRNA methyltransferase,,
Clo1313_2590,CLO1313_RS13150,2,DNA-binding response regulator,y,
Clo1313_0174,CLO1313_RS00900,2,hypothetical protein,y,
Clo1313_2073,CLO1313_RS10500,2,ribosomal-processing cysteine protease Prp,,
Clo1313_1394,CLO1313_RS07060,2,TlyA family rRNA (cytidine-2'-O)-methyltransferase,,
Clo1313_1531,CLO1313_RS07725,2,rRNA pseudouridine synthase,,
Clo1313_1085,CLO1313_RS05520,2,hypothetical protein,y,
Clo1313_1166,CLO1313_RS05920,2,hypothetical protein,y,
Clo1313_2750,CLO1313_RS13975,2,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA,,
Clo1313_2778,CLO1313_RS14115,2,RNA polymerase sigma factor SigI,y,
Clo1313_1310,CLO1313_RS06650,2,RluA family pseudouridine synthase,,
Clo1313_1890,CLO1313_RS09555,2,hypothetical protein,y,
Clo1313_2052,CLO1313_RS10395,2,Holliday junction branch migration protein RuvA,,
Clo1313_1488,CLO1313_RS07520,2,cellulosome anchoring protein cohesin region,,
Clo1313_0431,CLO1313_RS02175,2,transcriptional regulator,y,
Clo1313_2288,CLO1313_RS11620,2,flavodoxin family protein,,
Clo1313_1014,CLO1313_RS05170,2,glycosyl transferase,,
Clo1313_0120,CLO1313_RS00635,2,adenylyl-sulfate kinase,,"['SELADT', 'AASP', 'BPNT', 'SADT', 'ADSK']"
Clo1313_2142,CLO1313_RS10860,2,rod shape-determining protein MreC,,
Clo1313_0004,CLO1313_RS00025,2,DNA replication and repair protein RecF,,
Clo1313_0573,CLO1313_RS02925,2,NADH-quinone oxidoreductase subunit NuoB,,['HYDA']
Clo1313_0090,CLO1313_RS15490,2,hypothetical protein,y,
Clo1313_2512,,2,,,
Clo1313_0567,CLO1313_RS02900,2,carbamoyltransferase HypF,,
Clo1313_2192,CLO1313_RS11105,2,endoglucanase,,
Clo1313_0886,CLO1313_RS04540,2,hypothetical protein,y,
Clo1313_0390,CLO1313_RS01975,2,carbon-monoxide dehydrogenase catalytic subunit,,['NITROTOLDEG']
Clo1313_2928,CLO1313_RS14880,2,tRNA lysidine(34) synthetase TilS,,
Clo1313_1582,CLO1313_RS07985,2,methionine synthase,,['METS']
Clo1313_0828,CLO1313_RS04260,2,hypothetical protein,y,
Clo1313_0040,CLO1313_RS00210,2,hypothetical protein,y,
Clo1313_0655,CLO1313_RS03375,2,2-hydroxyglutaryl-CoA dehydratase,,
Clo1313_0792,CLO1313_RS04070,2,hypothetical protein,y,
Clo1313_0110,CLO1313_RS00585,2,hydroxymethylbilane synthase,,['HMBS']
Clo1313_2988,CLO1313_RS15185,2,MBL fold metallo-hydrolase,,
Clo1313_0348,CLO1313_RS01775,2,AraC family transcriptional regulator,y,
Clo1313_0666,CLO1313_RS03450,2,nucleotidyltransferase,,['MAN1PT']
Clo1313_0796,CLO1313_RS04090,2,DNA alkylation repair protein,,
Clo1313_0859,CLO1313_RS04405,2,HDIG domain-containing protein,,"['TRNAATPAT', 'TRNACTPAT2', 'TRNACTPAT', 'TRNACCAT']"
Clo1313_2500,CLO1313_RS12665,2,hybrid sensor histidine kinase/response regulator,y,
Clo1313_1359,CLO1313_RS06885,2,LytR family transcriptional regulator,y,
Clo1313_1840,CLO1313_RS09300,2,hypothetical protein,y,
Clo1313_0494,CLO1313_RS02505,2,ABC transporter permease,,
Clo1313_0921,CLO1313_RS04715,2,hypothetical protein,y,
Clo1313_0081,CLO1313_RS00425,2,helicase,,
Clo1313_1383,CLO1313_RS07005,2,SpoIIIAH-like family protein,,
Clo1313_0624,CLO1313_RS03195,2,Cof-type HAD-IIB family hydrolase,,
Clo1313_0285,CLO1313_RS01475,2,polymerase,,
Clo1313_2999,CLO1313_RS15240,2,glycosyl transferase family 1,,
Clo1313_1321,CLO1313_RS06700,2,deoxyguanosinetriphosphate triphosphohydrolase,,['NTPTP1']
Clo1313_1765,CLO1313_RS08925,2,ATP-binding protein,,
Clo1313_1968,CLO1313_RS09955,2,haloacid dehalogenase,,
Clo1313_1978,CLO1313_RS10005,2,transglutaminase,,
Clo1313_2458,CLO1313_RS12450,2,DNA integrity scanning protein DisA,,
Clo1313_1461,CLO1313_RS07390,2,ribonuclease HII,y,
Clo1313_0496,CLO1313_RS02515,2,ATP-binding protein,,
Clo1313_1257,CLO1313_RS06385,2,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,,
Clo1313_2425,CLO1313_RS12280,2,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,,
Clo1313_2053,CLO1313_RS10400,2,crossover junction endodeoxyribonuclease RuvC,y,
Clo1313_0874,CLO1313_RS04485,2,copper amine oxidase,,
Clo1313_0495,CLO1313_RS02510,2,two-component sensor histidine kinase,,
Clo1313_1193,CLO1313_RS06070,2,stage IV sporulation protein A,,
Clo1313_2028,CLO1313_RS10270,2,hypothetical protein,y,
Clo1313_0335,CLO1313_RS01725,2,DUF402 domain-containing protein,,
Clo1313_2118,CLO1313_RS10730,2,RNase adaptor protein RapZ,,
Clo1313_2786,CLO1313_RS14155,2,carbohydrate ABC transporter substrate-binding protein,,"['CEL6abc', 'CEL2abc', 'CEL3abc', 'CEL4abc', 'CEL5abc']"
Clo1313_2275,CLO1313_RS11555,2,restriction endonuclease subunit M,y,
Clo1313_0125,CLO1313_RS00660,2,sulfurtransferase TusA family protein,,['SULR_ferr']
Clo1313_2050,CLO1313_RS10385,2,hypothetical protein,y,
Clo1313_2244,CLO1313_RS11405,2,Cof-type HAD-IIB family hydrolase,,
Clo1313_0127,CLO1313_RS00670,2,RNA polymerase sigma factor,y,
Clo1313_1471,CLO1313_RS07440,2,Cro/Cl family transcriptional regulator,y,
Clo1313_1167,CLO1313_RS05925,2,ABC transporter substrate-binding protein,,
Clo1313_1608,CLO1313_RS08115,2,metal-dependent transcriptional regulator,y,
Clo1313_0990,CLO1313_RS05055,2,histidine kinase,,
Clo1313_2644,CLO1313_RS13415,2,hypothetical protein,y,
Clo1313_2126,CLO1313_RS10780,2,riboflavin synthase,,['RIBFS']
Clo1313_2370,CLO1313_RS12010,2,DUF2971 domain-containing protein,,
Clo1313_0275,CLO1313_RS01430,2,tRNA dihydrouridine synthase DusB,,
Clo1313_1343,CLO1313_RS06810,2,glycosyl transferase,,
Clo1313_1176,CLO1313_RS05990,2,N-acetylmuramoyl-L-alanine amidase,,['AMUAAH']
Clo1313_0368,CLO1313_RS01870,2,hypothetical protein,y,
Clo1313_1761,CLO1313_RS08905,2,DNA-protecting protein DprA,,
Clo1313_2214,CLO1313_RS11235,2,DUF1538 domain-containing protein,,
Clo1313_0951,CLO1313_RS04865,2,hypothetical protein,y,
Clo1313_0651,CLO1313_RS03355,2,diaminopimelate epimerase,,['DAPE']
Clo1313_1725,CLO1313_RS08725,2,FliA/WhiG family RNA polymerase sigma factor,y,
Clo1313_2431,CLO1313_RS12310,2,hypothetical protein,y,
Clo1313_2895,CLO1313_RS14715,2,"UDP-2,4-diacetamido-2,4, 6-trideoxy-beta-L-altropyranose hydrolase",,
Clo1313_1592,CLO1313_RS08035,2,serine/threonine-protein phosphatase,,
Clo1313_0679,CLO1313_RS03515,2,NUDIX hydrolase,,
Clo1313_2225,CLO1313_RS11305,2,XRE family transcriptional regulator,y,
Clo1313_0354,CLO1313_RS01805,2,hypothetical protein,y,
Clo1313_1662,CLO1313_RS08395,2,ribosome small subunit-dependent GTPase,y,
Clo1313_1440,CLO1313_RS07285,2,methyl-accepting chemotaxis protein,y,
Clo1313_1416,CLO1313_RS07165,2,DNA-binding response regulator,y,
Clo1313_0411,CLO1313_RS02075,2,HlyC/CorC family transporter,,
Clo1313_2982,CLO1313_RS15145,2,carbon-nitrogen family hydrolase,,
Clo1313_1598,CLO1313_RS08065,2,hypothetical protein,y,
Clo1313_0541,CLO1313_RS02775,2,peptide-methionine (S)-S-oxide reductase,,
Clo1313_2083,CLO1313_RS10550,2,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB,,
Clo1313_0381,CLO1313_RS01930,2,aminotransferase,,"['ASPTA', 'TYRTA', 'AATC', 'EHGLAT', 'SDPTA', 'CYSTA', '3SALATA', 'PHETA1']"
Clo1313_0550,CLO1313_RS02820,2,N-acetyltransferase,,
Clo1313_2669,CLO1313_RS13540,2,hypothetical protein,y,
Clo1313_2193,CLO1313_RS11110,2,methyl-accepting chemotaxis protein,y,
Clo1313_1415,CLO1313_RS07160,2,hybrid sensor histidine kinase/response regulator,y,
Clo1313_1182,CLO1313_RS06015,2,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,,"['GLNTRAT', 'ASNTRAT']"
Clo1313_0270,CLO1313_RS01385,2,peptidase S41,,
Clo1313_0492,CLO1313_RS02495,2,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,['CMS']
Clo1313_1478,CLO1313_RS07475,2,copper amine oxidase,,
Clo1313_1629,CLO1313_RS08215,2,thiamine biosynthesis protein ThiF,,['THISAT']
Clo1313_0377,CLO1313_RS01910,2,metal ABC transporter substrate-binding protein,,
Clo1313_1942,CLO1313_RS09835,2,hybrid sensor histidine kinase/response regulator,y,
Clo1313_0491,CLO1313_RS02490,2,CarD family transcriptional regulator,y,
Clo1313_1762,CLO1313_RS08910,2,exodeoxyribonuclease III,y,
Clo1313_0987,CLO1313_RS05040,1,carbohydrate-binding protein,,
Clo1313_2947,CLO1313_RS14975,1,hypothetical protein,y,
Clo1313_0383,CLO1313_RS01940,1,pyruvate ferredoxin/flavodoxin oxidoreductase delta subunit,,"['OBFOR', 'POR', 'NITROTOLDEG']"
Clo1313_0564,CLO1313_RS02885,1,hydrogenase expression/formation protein HypE,,
Clo1313_1703,CLO1313_RS08605,1,peptide cleavage/export ABC transporter,,
Clo1313_1332,CLO1313_RS06755,1,PilZ domain-containing protein,,
Clo1313_2634,CLO1313_RS13375,1,RluA family pseudouridine synthase,,
Clo1313_1198,CLO1313_RS06095,1,N-acetylmuramoyl-L-alanine amidase,,['AMUAAH']
Clo1313_0233,CLO1313_RS01185,1,aminotransferase DegT,,
Clo1313_2106,CLO1313_RS10670,1,stage V sporulation protein AE,,
Clo1313_0959,CLO1313_RS04905,1,50S ribosomal protein L25,,
Clo1313_0033,CLO1313_RS00175,1,peptidoglycan-binding protein LysM,,
Clo1313_1740,CLO1313_RS08800,1,hypothetical protein,y,
Clo1313_0364,CLO1313_RS01850,1,nicotinamide riboside transporter PnuC,,
Clo1313_2527,,1,,,
Clo1313_0244,CLO1313_RS01240,1,stage V sporulation protein T,,
Clo1313_2722,CLO1313_RS13830,1,Ger(x)C family spore germination protein,,
Clo1313_2099,CLO1313_RS10635,1,AMP-dependent synthetase,,"['IPOHCOAL', 'IPOCOAL', 'ADPCOAL', 'CMIPDCOAL', 'TMIPDCOAL', 'HPS', 'PAACOAL', 'CPCOAL', 'PECGONCOAT']"
Clo1313_0910,CLO1313_RS04660,1,D-aminoacyl-tRNA deacylase,,['ADPT2']
Clo1313_0353,CLO1313_RS01800,1,TROVE domain-containing protein,,
Clo1313_0359,CLO1313_RS01830,1,FprA family A-type flavoprotein,,
Clo1313_0507,,1,,,
Clo1313_1156,CLO1313_RS05870,1,PspC domain-containing protein,,
Clo1313_0681,CLO1313_RS03525,1,iron-sulfur protein,,
Clo1313_1704,CLO1313_RS08610,1,radical SAM/SPASM domain-containing protein,,['CPPPGO2']
Clo1313_1466,CLO1313_RS07415,1,peptidase,,
Clo1313_2289,CLO1313_RS11625,1,glycosyl transferase family 1,,
Clo1313_2023,CLO1313_RS10240,1,LacI family transcriptional regulator,y,
Clo1313_2254,CLO1313_RS11455,1,flavodoxin family protein,,
Clo1313_0631,CLO1313_RS03230,1,transglutaminase,,
Clo1313_1055,CLO1313_RS05370,1,MFS transporter,,
Clo1313_0871,CLO1313_RS04470,1,hypothetical protein,y,['CHORM']
Clo1313_1872,CLO1313_RS09465,1,hypothetical protein,y,
Clo1313_2298,CLO1313_RS11675,1,hypothetical protein,y,
Clo1313_0542,CLO1313_RS02780,1,NADH:flavin oxidoreductase,,['PPROR']
Clo1313_1374,CLO1313_RS06960,1,hypothetical protein,y,
Clo1313_0079,CLO1313_RS00410,1,ABC transporter permease,,"['THRt2r', 'VALt2r', 'LEUt2r']"
Clo1313_2843,CLO1313_RS14430,1,pectate lyase,,
Clo1313_1084,CLO1313_RS05515,1,hypothetical protein,y,
Clo1313_2001,CLO1313_RS10125,1,hypothetical protein,y,
Clo1313_1956,CLO1313_RS09895,1,diguanylate cyclase,,['GGT']
Clo1313_0696,CLO1313_RS03605,1,transcriptional regulator,y,
Clo1313_1736,CLO1313_RS08780,1,flagellar biosynthesis protein FlhB,,
Clo1313_0760,CLO1313_RS03930,1,TIGR03986 family CRISPR-associated RAMP protein,,
