locus_tag,old_locus_tag,gene,product
CLO1313_RS08350,Clo1313_1653,,DUF503 domain-containing protein
CLO1313_RS08355,Clo1313_1654,,fused response regulator/phosphatase
CLO1313_RS08360,Clo1313_1655,,sensor histidine kinase
CLO1313_RS08365,Clo1313_1656,,DUF814 domain-containing protein
CLO1313_RS08370,Clo1313_1657,,pyridoxal phosphate-dependent aminotransferase
CLO1313_RS08375,Clo1313_1658,,nitroreductase
CLO1313_RS08380,Clo1313_1659,,endoglucanase
CLO1313_RS08385,Clo1313_1660,,thiamine diphosphokinase
CLO1313_RS08390,Clo1313_1661,,ribulose-phosphate 3-epimerase
CLO1313_RS08395,Clo1313_1662,rsgA,ribosome small subunit-dependent GTPase
CLO1313_RS08400,Clo1313_1663,,serine/threonine-protein kinase
CLO1313_RS08405,Clo1313_1664,,serine/threonine-protein phosphatase
CLO1313_RS08410,Clo1313_1665,,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
CLO1313_RS08415,Clo1313_1666,,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB
CLO1313_RS08420,Clo1313_1667,,zinc metallopeptidase
CLO1313_RS08425,Clo1313_1668,,DUF116 domain-containing protein
CLO1313_RS08430,Clo1313_1669,,methionyl-tRNA formyltransferase
CLO1313_RS08435,Clo1313_1670,def,peptide deformylase
CLO1313_RS08440,Clo1313_1671,,primosomal protein N'
CLO1313_RS08445,Clo1313_1672,,hypothetical protein
CLO1313_RS08450,Clo1313_1673,,polyprenyl synthetase family protein
CLO1313_RS08455,Clo1313_1674,,heptaprenyl diphosphate synthase subunit I
CLO1313_RS08460,Clo1313_1675,,NusG domain II-containing protein
CLO1313_RS08465,Clo1313_1676,,FAD:protein FMN transferase
CLO1313_RS08470,Clo1313_1677,,pyridine nucleotide-disulfide oxidoreductase
CLO1313_RS08475,Clo1313_1678,,single-stranded DNA-binding protein
CLO1313_RS08480,Clo1313_1679,,glutamate ligase
CLO1313_RS08485,Clo1313_1680,,polysaccharide deacetylase
CLO1313_RS08490,Clo1313_1681,asnB,asparagine synthetase B
CLO1313_RS08495,Clo1313_1682,,peptidyl-prolyl cis-trans isomerase
CLO1313_RS08500,Clo1313_1683,,phosphoribosylformylglycinamidine synthase
CLO1313_RS08505,Clo1313_1684,,LysR family transcriptional regulator
CLO1313_RS08510,Clo1313_1685,,XRE family transcriptional regulator
CLO1313_RS08515,Clo1313_1686,,acetyl-CoA synthetase
CLO1313_RS08520,,,hypothetical protein
CLO1313_RS08525,Clo1313_1687,,molecular chaperone HtpG
CLO1313_RS08530,Clo1313_1688,,metal ABC transporter permease
CLO1313_RS08535,Clo1313_1689,,metal ABC transporter ATP-binding protein
CLO1313_RS08540,Clo1313_1690,,ABC transporter substrate-binding protein
CLO1313_RS08545,Clo1313_1691,,transcriptional repressor
CLO1313_RS08550,Clo1313_1692,,prepilin peptidase
CLO1313_RS08555,Clo1313_1693,,serine/threonine-protein phosphatase
CLO1313_RS08560,Clo1313_1694,,endoglucanase
CLO1313_RS08565,Clo1313_1695,,M48 family peptidase
CLO1313_RS08570,Clo1313_1696,,aminopeptidase P family protein
CLO1313_RS08575,Clo1313_1697,,ABC transporter permease
CLO1313_RS08580,Clo1313_1698,,ABC transporter ATP-binding protein
CLO1313_RS08585,Clo1313_1699,,sensor histidine kinase
CLO1313_RS08590,Clo1313_1700,,DNA-binding response regulator
CLO1313_RS08595,Clo1313_1701,,endoglucanase
CLO1313_RS08600,Clo1313_1702,,hypothetical protein
CLO1313_RS08605,Clo1313_1703,,peptide cleavage/export ABC transporter
CLO1313_RS08610,Clo1313_1704,,radical SAM/SPASM domain-containing protein
CLO1313_RS08615,Clo1313_1705,,haloacid dehalogenase
CLO1313_RS08620,Clo1313_1706,,hypothetical protein
CLO1313_RS08625,Clo1313_1707,,hypothetical protein
CLO1313_RS08630,,,hypothetical protein
CLO1313_RS15625,,,peptidoglycan-binding protein
CLO1313_RS08635,Clo1313_1709,,hypothetical protein
CLO1313_RS08640,Clo1313_1710,,IS200/IS605 family transposase
CLO1313_RS08655,Clo1313_1711,,sensor histidine kinase
CLO1313_RS08660,Clo1313_1712,,sodium ion-translocating decarboxylase subunit beta
CLO1313_RS08665,Clo1313_1713,,oxaloacetate decarboxylase
CLO1313_RS08670,Clo1313_1714,,hypothetical protein
CLO1313_RS08675,Clo1313_1715,,DNA polymerase III
CLO1313_RS08680,Clo1313_1716,pflA,pyruvate formate lyase-activating protein
CLO1313_RS08685,Clo1313_1717,,formate C-acetyltransferase
CLO1313_RS08690,Clo1313_1718,,poly-gamma-glutamate biosynthesis protein
CLO1313_RS08695,Clo1313_1719,,"RNA 2',3'-cyclic phosphodiesterase"
CLO1313_RS08700,Clo1313_1720,,hypothetical protein
CLO1313_RS08705,Clo1313_1721,,hypothetical protein
CLO1313_RS08710,Clo1313_1722,,hypothetical protein
CLO1313_RS08715,Clo1313_1723,,hypothetical protein
CLO1313_RS08720,Clo1313_1724,,DUF342 domain-containing protein
CLO1313_RS08725,Clo1313_1725,,FliA/WhiG family RNA polymerase sigma factor
CLO1313_RS08730,Clo1313_1726,,hypothetical protein
CLO1313_RS08735,Clo1313_1727,,chemotaxis protein CheD
CLO1313_RS08740,Clo1313_1728,,chemotaxis protein CheC
CLO1313_RS08745,Clo1313_1729,,chemotaxis protein CheW
CLO1313_RS08750,Clo1313_1730,,chemotaxis protein CheA
CLO1313_RS08755,Clo1313_1731,,chemotaxis response regulator protein-glutamate methylesterase
CLO1313_RS08760,Clo1313_1732,,flagellar brake protein
CLO1313_RS08765,Clo1313_1733,,MinD/ParA family protein
CLO1313_RS08770,Clo1313_1734,flhF,flagellar biosynthesis protein FlhF
CLO1313_RS08775,Clo1313_1735,flhA,flagellar biosynthesis protein FlhA
CLO1313_RS08780,Clo1313_1736,flhB,flagellar biosynthesis protein FlhB
CLO1313_RS08785,Clo1313_1737,,flagellar type III secretion system protein FliR
CLO1313_RS08790,Clo1313_1738,fliQ,flagellar biosynthetic protein FliQ
CLO1313_RS08795,Clo1313_1739,fliP,flagellar biosynthetic protein FliP
CLO1313_RS08800,Clo1313_1740,,hypothetical protein
CLO1313_RS08805,Clo1313_1741,,response regulator
CLO1313_RS08810,Clo1313_1742,,flagellar motor switch phosphatase FliY
CLO1313_RS08815,Clo1313_1743,,flagellar motor switch protein FliM
CLO1313_RS08820,Clo1313_1744,,flagellar basal body-associated protein FliL
CLO1313_RS08825,Clo1313_1745,,flagellar protein
CLO1313_RS08830,Clo1313_1746,,flagellar hook protein FlgE
CLO1313_RS08835,Clo1313_1747,,flagellar biosynthesis protein
CLO1313_RS08840,Clo1313_1748,,flagellar basal body rod modification protein FlgD
CLO1313_RS08845,Clo1313_1749,,flagellar hook-length control protein FliK
CLO1313_RS08850,Clo1313_1750,,hypothetical protein
CLO1313_RS08855,Clo1313_1751,fliJ,flagellar export protein FliJ
CLO1313_RS08860,Clo1313_1752,,flagellar protein export ATPase FliI
CLO1313_RS08865,Clo1313_1753,,flagellar biosynthesis protein
CLO1313_RS08870,Clo1313_1754,,flagellar motor switch protein FliG
CLO1313_RS08875,Clo1313_1755,,flagellar M-ring protein FliF
CLO1313_RS08880,Clo1313_1756,,flagellar hook-basal body complex protein FliE
CLO1313_RS08885,Clo1313_1757,flgC,flagellar basal body rod protein FlgC
CLO1313_RS08890,Clo1313_1758,flgB,flagellar basal body rod protein FlgB
CLO1313_RS08895,Clo1313_1759,,FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))- methyltransferase TrmFO
CLO1313_RS08900,Clo1313_1760,,type I DNA topoisomerase
CLO1313_RS08905,Clo1313_1761,dprA,DNA-protecting protein DprA
CLO1313_RS08910,Clo1313_1762,xth,exodeoxyribonuclease III
CLO1313_RS08915,Clo1313_1763,,YccF family protein
CLO1313_RS08920,Clo1313_1764,,hypothetical protein
CLO1313_RS08925,Clo1313_1765,,ATP-binding protein
CLO1313_RS08930,Clo1313_1766,,hypothetical protein
CLO1313_RS08935,Clo1313_1767,,hypothetical protein
CLO1313_RS08940,Clo1313_1768,,cellulosome anchoring protein cohesin region
CLO1313_RS08945,Clo1313_1769,,DUF115 domain-containing protein
CLO1313_RS08950,Clo1313_1770,,transcriptional regulator NrdR
CLO1313_RS08955,Clo1313_1771,,YlmC/YmxH family sporulation protein
CLO1313_RS08960,Clo1313_1772,sigG,RNA polymerase sporulation sigma factor SigG
CLO1313_RS08965,Clo1313_1773,,RNA polymerase sporulation sigma factor SigE
CLO1313_RS08970,Clo1313_1774,spoIIGA,peptidase U4
CLO1313_RS08975,Clo1313_1775,,cell division protein FtsZ
CLO1313_RS08980,Clo1313_1776,ftsA,cell division protein FtsA
CLO1313_RS08985,Clo1313_1777,,DUF1290 domain-containing protein
CLO1313_RS08990,Clo1313_1778,,cell division protein FtsQ
CLO1313_RS08995,,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CLO1313_RS09000,Clo1313_1780,,DUF1727 domain-containing protein
CLO1313_RS09005,Clo1313_1781,,glutamine amidotransferase
CLO1313_RS09010,,,hypothetical protein
CLO1313_RS09015,Clo1313_1782,,IS256 family transposase ISCth5
CLO1313_RS09020,Clo1313_1783,,LuxR family transcriptional regulator
CLO1313_RS09025,Clo1313_1784,,hypothetical protein
CLO1313_RS09030,Clo1313_1785,,hypothetical protein
CLO1313_RS09035,Clo1313_1786,,dockerin
CLO1313_RS09040,Clo1313_1787,,hypothetical protein
CLO1313_RS09045,Clo1313_1788,,glycoside hydrolase
CLO1313_RS09050,Clo1313_1789,,hypothetical protein
CLO1313_RS09055,Clo1313_1790,,hypothetical protein
CLO1313_RS09060,Clo1313_1791,,ferredoxin
CLO1313_RS09065,Clo1313_1792,,NADH-quinone oxidoreductase subunit NuoF
CLO1313_RS09070,Clo1313_1793,,NAD(P)H-dependent oxidoreductase subunit E
CLO1313_RS09075,Clo1313_1794,,serine/threonine phosphatase
CLO1313_RS09080,Clo1313_1795,,signal transduction histidine kinase
CLO1313_RS09085,Clo1313_1796,,hypothetical protein
CLO1313_RS09090,Clo1313_1797,,aminoglycoside phosphotransferase
CLO1313_RS09095,Clo1313_1798,,bifunctional acetaldehyde-CoA/alcohol dehydrogenase
CLO1313_RS09100,Clo1313_1799,,redox-sensing transcriptional repressor Rex
CLO1313_RS09105,Clo1313_1800,,dipicolinate synthase subunit B
CLO1313_RS09110,Clo1313_1801,,dihydrofolate reductase
CLO1313_RS09115,Clo1313_1802,,insulinase family protein
CLO1313_RS09120,Clo1313_1803,,polyribonucleotide nucleotidyltransferase
CLO1313_RS09125,Clo1313_1804,,30S ribosomal protein S15
CLO1313_RS09130,Clo1313_1805,,spore coat associated protein CotJA
CLO1313_RS09135,Clo1313_1806,,spore coat protein CotJB
CLO1313_RS09140,Clo1313_1807,,hypothetical protein
CLO1313_RS09145,Clo1313_1808,,"cellulose 1,4-beta-cellobiosidase"
CLO1313_RS09150,Clo1313_1809,,"cellulose 1,4-beta-cellobiosidase"
CLO1313_RS09155,Clo1313_1810,,hypothetical protein
CLO1313_RS09160,Clo1313_1811,,PFL family protein
CLO1313_RS09165,Clo1313_1812,,ACT domain-containing protein
CLO1313_RS09170,Clo1313_1813,,diguanylate cyclase
CLO1313_RS09175,Clo1313_1814,,putative DNA modification/repair radical SAM protein
CLO1313_RS09180,Clo1313_1815,,DNA metabolism protein
CLO1313_RS09185,Clo1313_1816,,endoglucanase
CLO1313_RS09190,Clo1313_1817,,"type 3a, cellulose-binding protein"
CLO1313_RS09195,Clo1313_1818,sigI,RNA polymerase sigma-I factor
CLO1313_RS09200,Clo1313_1819,,copper amine oxidase
CLO1313_RS09205,Clo1313_1820,,methyl-accepting chemotaxis protein
CLO1313_RS09210,Clo1313_1821,,hypothetical protein
CLO1313_RS09215,Clo1313_1822,,hypothetical protein
CLO1313_RS09220,Clo1313_1823,,putative heavy metal-binding protein
CLO1313_RS09225,Clo1313_1824,,ABC transporter ATP-binding protein
CLO1313_RS09230,Clo1313_1825,,ABC transporter ATP-binding protein
CLO1313_RS09235,Clo1313_1826,,D-ribose pyranase
CLO1313_RS09240,Clo1313_1827,,alcohol dehydrogenase
CLO1313_RS09245,Clo1313_1828,,sugar ABC transporter substrate-binding protein
CLO1313_RS09250,Clo1313_1829,,ABC transporter permease
CLO1313_RS09255,Clo1313_1830,,sugar ABC transporter ATP-binding protein
CLO1313_RS09260,Clo1313_1831,,ROK family transcriptional regulator
CLO1313_RS09265,Clo1313_1832,,carbohydrate kinase
CLO1313_RS09270,Clo1313_1833,,alcohol dehydrogenase
CLO1313_RS09275,Clo1313_1834,,hypothetical protein
CLO1313_RS15630,Clo1313_1835,,hypothetical protein
CLO1313_RS09280,Clo1313_1838,,ABC transporter ATP-binding protein
CLO1313_RS09285,,,ABC transporter permease
CLO1313_RS09290,,,hypothetical protein
CLO1313_RS09295,,,hypothetical protein
CLO1313_RS09300,Clo1313_1840,,hypothetical protein
CLO1313_RS09305,Clo1313_1841,,hypothetical protein
CLO1313_RS09310,Clo1313_1842,,hypothetical protein
CLO1313_RS09315,Clo1313_1843,,hypothetical protein
CLO1313_RS09320,Clo1313_1844,,peptidase M56
CLO1313_RS09325,Clo1313_1845,,transcriptional regulator
CLO1313_RS09330,Clo1313_1846,,GMP synthase (glutamine-hydrolyzing)
CLO1313_RS09335,Clo1313_1847,,NADP-specific glutamate dehydrogenase
CLO1313_RS09340,Clo1313_1848,,ferredoxin-NADP+ reductase subunit alpha
CLO1313_RS09345,Clo1313_1849,gltA,"glutamate synthase (NADPH), homotetrameric"
CLO1313_RS09350,Clo1313_1850,,IS256 family transposase ISCth4
CLO1313_RS09355,Clo1313_1851,,TIGR01212 family radical SAM protein
CLO1313_RS09360,Clo1313_1852,,TIGR00299 family protein
CLO1313_RS09365,Clo1313_1853,,1-(5-phosphoribosyl)-5-amino-4-imidazole- carboxylate carboxylase
CLO1313_RS09370,Clo1313_1854,,DUF2520 domain-containing protein
CLO1313_RS09375,Clo1313_1855,,copper amine oxidase
CLO1313_RS09380,,,peptide chain release factor 2
CLO1313_RS09385,Clo1313_1857,,XRE family transcriptional regulator
CLO1313_RS09390,,,Spo0E family sporulation regulatory protein-aspartic acid phosphatase
CLO1313_RS09395,Clo1313_1858,,aminotransferase
CLO1313_RS09400,Clo1313_1859,,Lrp/AsnC family transcriptional regulator
CLO1313_RS15635,Clo1313_1860,,hypothetical protein
CLO1313_RS09405,Clo1313_1861,,membrane protein
CLO1313_RS09410,Clo1313_1862,trxA,thioredoxin
CLO1313_RS09415,,,hypothetical protein
CLO1313_RS09420,Clo1313_1864,,IS256 family transposase ISCth5
CLO1313_RS09425,,,IS3 family transposase
CLO1313_RS09435,Clo1313_1866,,hypothetical protein
CLO1313_RS09440,Clo1313_1867,,DUF3417 domain-containing protein
CLO1313_RS09445,Clo1313_1868,,IS256 family transposase
CLO1313_RS09450,Clo1313_1869,,hypothetical protein
CLO1313_RS09455,Clo1313_1870,,2-hydroxyglutaryl-CoA dehydratase
CLO1313_RS09460,Clo1313_1871,,hypothetical protein
CLO1313_RS09465,Clo1313_1872,,hypothetical protein
CLO1313_RS09470,Clo1313_1873,,peptidyl-prolyl cis-trans isomerase
CLO1313_RS09475,Clo1313_1874,lepB,signal peptidase I
CLO1313_RS09480,Clo1313_1875,fba,"fructose-1,6-bisphosphate aldolase, class II"
CLO1313_RS09485,Clo1313_1876,,6-phosphofructokinase
CLO1313_RS09490,Clo1313_1877,,hypothetical protein
CLO1313_RS09495,Clo1313_1878,,L-lactate dehydrogenase
CLO1313_RS09500,Clo1313_1879,,malate dehydrogenase
CLO1313_RS09505,Clo1313_1880,,flavin reductase family protein
CLO1313_RS09510,Clo1313_1881,,ferredoxin
CLO1313_RS09515,Clo1313_1882,,NADH-quinone oxidoreductase subunit NuoF
CLO1313_RS09520,Clo1313_1883,,ferredoxin
CLO1313_RS09525,Clo1313_1884,,ATP-binding protein
CLO1313_RS09530,Clo1313_1885,,NADH-quinone oxidoreductase subunit NuoE
CLO1313_RS09535,Clo1313_1886,,PHP domain-containing protein
CLO1313_RS09540,Clo1313_1887,,AraC family transcriptional regulator
CLO1313_RS09545,Clo1313_1888,,ferredoxin
CLO1313_RS09550,Clo1313_1889,,anti-sigma regulatory factor
CLO1313_RS09555,Clo1313_1890,,hypothetical protein
CLO1313_RS09560,Clo1313_1891,,ATPase AAA
CLO1313_RS09565,Clo1313_1892,,VOC family protein
CLO1313_RS09570,,,hypothetical protein
CLO1313_RS09575,Clo1313_1894,,DUF1848 domain-containing protein
CLO1313_RS09580,Clo1313_1895,,hypothetical protein
CLO1313_RS09585,Clo1313_1896,,peptide chain release factor 3
CLO1313_RS09590,Clo1313_1897,,S-layer homology domain-containing protein
CLO1313_RS09595,Clo1313_1898,,IS200/IS605 family transposase
CLO1313_RS09615,Clo1313_1900,,hypothetical protein
CLO1313_RS09620,Clo1313_1901,,NAD(+) synthase
CLO1313_RS09625,Clo1313_1902,,valine--tRNA ligase
CLO1313_RS09630,Clo1313_1903,,hypothetical protein
CLO1313_RS09635,Clo1313_1904,,glycoside hydrolase
CLO1313_RS09640,Clo1313_1905,,hypothetical protein
CLO1313_RS09645,Clo1313_1906,,hypothetical protein
CLO1313_RS09650,Clo1313_1907,,class II aldolase family protein
CLO1313_RS09655,Clo1313_1908,,hypothetical protein
CLO1313_RS09660,Clo1313_1909,,hypothetical protein
CLO1313_RS09665,Clo1313_1910,,hypothetical protein
CLO1313_RS09670,Clo1313_1911,sigI,RNA polymerase sigma factor SigI
CLO1313_RS09675,Clo1313_1912,,glycosyl transferase
CLO1313_RS09680,Clo1313_1913,,nucleoid-associated protein
CLO1313_RS09685,Clo1313_1914,,ATP-dependent Clp protease ATP-binding subunit
CLO1313_RS09690,Clo1313_1915,,IS982 family transposase ISCth1
CLO1313_RS09695,Clo1313_1916,,excinuclease ABC subunit UvrA
CLO1313_RS09700,Clo1313_1917,,hypothetical protein
CLO1313_RS09705,Clo1313_1918,,excinuclease ABC subunit UvrB
CLO1313_RS09710,,,DUF2752 domain-containing protein
CLO1313_RS09715,Clo1313_1920,,DUF4234 domain-containing protein
CLO1313_RS09720,Clo1313_1921,,topoisomerase IV
CLO1313_RS09725,Clo1313_1922,,DNA topoisomerase
CLO1313_RS09730,Clo1313_1923,,hypothetical protein
CLO1313_RS09735,Clo1313_1924,,hypothetical protein
CLO1313_RS09740,Clo1313_1925,,threonine/serine exporter
CLO1313_RS09745,Clo1313_1926,,threonine/serine exporter
CLO1313_RS09750,Clo1313_1927,,hypothetical protein
CLO1313_RS09755,Clo1313_1928,,MATE family efflux transporter
CLO1313_RS09760,Clo1313_1929,,methyl-accepting chemotaxis protein
CLO1313_RS09765,Clo1313_1930,,hypothetical protein
CLO1313_RS09770,Clo1313_1931,,phosphoserine transaminase
CLO1313_RS09775,,,class I SAM-dependent methyltransferase
CLO1313_RS09780,,,hypothetical protein
CLO1313_RS09785,Clo1313_1933,,hypothetical protein
CLO1313_RS09790,,,hypothetical protein
CLO1313_RS09795,Clo1313_1935,,IS3 family transposase
CLO1313_RS09800,,,hypothetical protein
CLO1313_RS09805,Clo1313_1936,,hypothetical protein
CLO1313_RS09810,Clo1313_1937,,thioredoxin domain-containing protein
CLO1313_RS09815,Clo1313_1938,,homoserine dehydrogenase
CLO1313_RS09820,Clo1313_1939,,ATP-dependent DNA helicase
CLO1313_RS09825,Clo1313_1940,,chemotaxis protein CheR
CLO1313_RS09830,,,diguanylate cyclase
CLO1313_RS09835,Clo1313_1942,,hybrid sensor histidine kinase/response regulator
CLO1313_RS09840,Clo1313_1944,,isocitrate dehydrogenase (NADP(+))
CLO1313_RS09845,Clo1313_1945,,DUF815 domain-containing protein
CLO1313_RS09850,Clo1313_1946,,aldo/keto reductase
CLO1313_RS09855,Clo1313_1947,,glycogen synthase GlgA
CLO1313_RS09860,Clo1313_1948,,spore coat protein
CLO1313_RS09865,Clo1313_1949,,hypothetical protein
CLO1313_RS09870,Clo1313_1950,,RNA pseudouridine synthase
CLO1313_RS09875,Clo1313_1951,,SAM-dependent methyltransferase
CLO1313_RS09880,Clo1313_1953,,2-hydroxyacid dehydrogenase
CLO1313_RS09885,Clo1313_1954,,glycosyl transferase
CLO1313_RS09890,Clo1313_1955,,glycoside hydrolase
CLO1313_RS09895,Clo1313_1956,,diguanylate cyclase
CLO1313_RS09900,Clo1313_1957,,D-alanyl-D-alanine carboxypeptidase
CLO1313_RS09905,Clo1313_1958,,"type 3a, cellulose-binding protein"
CLO1313_RS09910,Clo1313_1959,,glycoside hydrolase
CLO1313_RS09915,Clo1313_1960,,endoglucanase
CLO1313_RS09920,Clo1313_1961,sigI,RNA polymerase sigma factor
CLO1313_RS09925,Clo1313_1962,,"type 3a, cellulose-binding protein"
CLO1313_RS09930,Clo1313_1963,,chemotaxis protein
CLO1313_RS09935,Clo1313_1964,,aminotransferase class V-fold PLP-dependent enzyme
CLO1313_RS09940,Clo1313_1965,,hypothetical protein
CLO1313_RS09945,Clo1313_1966,,hypothetical protein
CLO1313_RS09950,Clo1313_1967,,gamma-glutamyl-phosphate reductase
CLO1313_RS09955,Clo1313_1968,,haloacid dehalogenase
CLO1313_RS09960,Clo1313_1969,,peptidase S1
CLO1313_RS09965,Clo1313_1970,,rhomboid family intramembrane serine protease
CLO1313_RS09970,Clo1313_1971,,LytTR family transcriptional regulator
CLO1313_RS09975,Clo1313_1972,,type IV pili twitching motility protein PilT
CLO1313_RS09980,Clo1313_1973,,histidine kinase
CLO1313_RS09985,Clo1313_1974,,hypothetical protein
CLO1313_RS09990,Clo1313_1975,,DUF58 domain-containing protein
CLO1313_RS09995,Clo1313_1976,,MoxR family ATPase
CLO1313_RS10000,Clo1313_1977,,hypothetical protein
CLO1313_RS10005,Clo1313_1978,,transglutaminase
CLO1313_RS10010,Clo1313_1979,,RNA-splicing ligase RtcB
CLO1313_RS10015,Clo1313_1980,,peptidase C11
CLO1313_RS10020,Clo1313_1981,,IS982 family transposase ISCth1
CLO1313_RS10025,Clo1313_1982,,DNA mismatch repair protein MutS
CLO1313_RS10030,Clo1313_1983,,carbohydrate-binding protein
CLO1313_RS10035,Clo1313_1984,,transcriptional regulator
CLO1313_RS10040,Clo1313_1985,cadA,cadmium-translocating P-type ATPase
CLO1313_RS10045,Clo1313_1986,,copper amine oxidase
CLO1313_RS10050,Clo1313_1987,,DUF2156 domain-containing protein
CLO1313_RS10055,Clo1313_1988,,DUF4956 domain-containing protein
CLO1313_RS10060,Clo1313_1989,,VTC domain-containing protein
CLO1313_RS10065,Clo1313_1990,,dockerin
CLO1313_RS10070,,,hypothetical protein
CLO1313_RS15640,Clo1313_1991,,DNA-binding response regulator
CLO1313_RS10080,Clo1313_1992,,aldo/keto reductase
CLO1313_RS10085,Clo1313_1993,,NrdH-redoxin
CLO1313_RS10090,Clo1313_1994,,AMP-dependent synthetase
CLO1313_RS10095,Clo1313_1995,,N-acetyltransferase
CLO1313_RS10100,Clo1313_1996,,hypothetical protein
CLO1313_RS10105,Clo1313_1997,,radical SAM protein
CLO1313_RS10110,Clo1313_1998,,hypothetical protein
CLO1313_RS10115,Clo1313_1999,,NAD-dependent epimerase
CLO1313_RS10120,Clo1313_2000,,hypothetical protein
CLO1313_RS10125,Clo1313_2001,,hypothetical protein
CLO1313_RS10130,Clo1313_2002,,hypothetical protein
CLO1313_RS10135,,,hypothetical protein
CLO1313_RS15645,,,hypothetical protein
CLO1313_RS10140,,,hypothetical protein
CLO1313_RS10145,Clo1313_2004,,ATP-dependent helicase
CLO1313_RS10150,Clo1313_2005,,ATP-dependent endonuclease
CLO1313_RS10155,Clo1313_2006,,hypothetical protein
CLO1313_RS10160,,,IS3 family transposase
CLO1313_RS10165,Clo1313_2008,,IS256 family transposase
CLO1313_RS10170,,,IS3 family transposase
CLO1313_RS10175,Clo1313_2009,,hypothetical protein
CLO1313_RS10180,Clo1313_2010,,hypothetical protein
CLO1313_RS10185,Clo1313_2012,,pyridoxamine 5'-phosphate oxidase family protein
CLO1313_RS10195,Clo1313_2014,,metallophosphoesterase
CLO1313_RS10200,Clo1313_2015,,glucose-6-phosphate isomerase
CLO1313_RS10205,Clo1313_2016,,acid-soluble spore protein
CLO1313_RS10210,Clo1313_2017,,phenylalanine--tRNA ligase subunit beta
CLO1313_RS10215,Clo1313_2018,,phenylalanine--tRNA ligase subunit alpha
CLO1313_RS10220,Clo1313_2019,,DUF975 domain-containing protein
CLO1313_RS10225,Clo1313_2020,,beta-glucosidase
CLO1313_RS10230,Clo1313_2021,,hypothetical protein
CLO1313_RS10235,Clo1313_2022,,beta-glucanase
CLO1313_RS10240,Clo1313_2023,,LacI family transcriptional regulator
CLO1313_RS10245,Clo1313_2024,,glycosyltransferase family 2 protein
CLO1313_RS10250,,,phosphoesterase
CLO1313_RS10255,,,phosphoesterase RecJ
CLO1313_RS10260,Clo1313_2026,,PD-(D/E)XK nuclease family protein
CLO1313_RS10265,Clo1313_2027,,ATP-dependent helicase
CLO1313_RS10270,Clo1313_2028,,hypothetical protein
CLO1313_RS10275,Clo1313_2029,,DUF1294 domain-containing protein
CLO1313_RS10280,Clo1313_2030,,transcriptional regulator
CLO1313_RS10285,Clo1313_2031,glnA,type I glutamate--ammonia ligase
CLO1313_RS10290,Clo1313_2032,,glutamate synthase
CLO1313_RS10295,Clo1313_2033,,NAD(P)/FAD-dependent oxidoreductase
CLO1313_RS10300,Clo1313_2034,,4Fe-4S ferredoxin
CLO1313_RS10305,Clo1313_2035,,glutamate synthase
CLO1313_RS10310,Clo1313_2036,,hypothetical protein
CLO1313_RS10315,Clo1313_2038,,glutamine synthetase
CLO1313_RS10320,,,sigma-70 family RNA polymerase sigma factor
CLO1313_RS10325,Clo1313_2040,,hypothetical protein
CLO1313_RS10330,Clo1313_2041,,potassium transporter
CLO1313_RS10345,Clo1313_2042,,proteinase IV
CLO1313_RS10350,Clo1313_2043,,proteinase IV
CLO1313_RS10355,Clo1313_2044,,XTP/dITP diphosphatase
CLO1313_RS10360,Clo1313_2045,,ribonuclease PH
CLO1313_RS10365,Clo1313_2046,,sporulation protein
CLO1313_RS10370,Clo1313_2047,galE,UDP-glucose 4-epimerase GalE
CLO1313_RS10375,Clo1313_2048,,cell wall hydrolase
CLO1313_RS10380,Clo1313_2049,,pilus assembly protein PilM
CLO1313_RS10385,Clo1313_2050,,hypothetical protein
CLO1313_RS10390,Clo1313_2051,,Holliday junction branch migration DNA helicase RuvB
CLO1313_RS10395,Clo1313_2052,,Holliday junction branch migration protein RuvA
CLO1313_RS10400,Clo1313_2053,,crossover junction endodeoxyribonuclease RuvC
CLO1313_RS10405,Clo1313_2054,,argininosuccinate synthase
CLO1313_RS10410,Clo1313_2055,argH,argininosuccinate lyase
CLO1313_RS10415,Clo1313_2056,,hypothetical protein
CLO1313_RS10420,Clo1313_2057,,hypothetical protein
CLO1313_RS10425,Clo1313_2058,,polysaccharide deacetylase
CLO1313_RS10430,Clo1313_2059,,LTA synthase family protein
CLO1313_RS10435,Clo1313_2060,,dehydrogenase
CLO1313_RS10440,Clo1313_2061,,hypothetical protein
CLO1313_RS10445,Clo1313_2062,,hypothetical protein
CLO1313_RS10450,Clo1313_2063,,hypothetical protein
CLO1313_RS10455,Clo1313_2064,,dehydrogenase
CLO1313_RS10460,Clo1313_2065,,hypothetical protein
CLO1313_RS10465,Clo1313_2066,,response regulator
CLO1313_RS10470,Clo1313_2067,,epoxyqueuosine reductase
CLO1313_RS10475,Clo1313_2068,,DUF4364 domain-containing protein
CLO1313_RS10480,Clo1313_2069,,ribosome assembly RNA-binding protein YhbY
CLO1313_RS10485,Clo1313_2070,,hypothetical protein
CLO1313_RS10490,Clo1313_2071,,GTPase Obg
